symbol,entry_date,entry_price,quantity,investment,additional_capital_needed,cash_after_entry,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl,return_pct
ZYDUSLIFE,2024-09-20,1054.1,948,999286.7999999999,0,5290799.743600762,978.7310346494482,1130.1689653505518,2024-10-28,978.7310346494482,stop_loss,-71449.77915232297,-7.150077350398601
TATACONSUM,2024-10-04,1150.0,869,999350.0,0,5219286.76444844,1093.2607285158435,1224.1371257809878,2024-10-17,1093.2607285158435,stop_loss,-49306.426919731966,-4.933849694274476
DABUR,2024-10-04,584.75,1710,999922.5,0,5169407.837528707,536.9618316978848,632.0858019625383,2024-10-24,536.9618316978848,stop_loss,-81717.76779661699,-8.172410141447662
INDUSTOWER,2024-10-08,360.0,2777,999720.0,0,5087892.56973209,324.3253912723931,390.60968698208546,2024-10-17,390.60968698208546,take_profit,85003.10074925133,8.502690828357073
COLPAL,2024-10-15,3523.0,129,454467.0,0,5718148.670481342,3382.8062977249874,3801.737404550024,2024-10-17,3382.8062977249874,stop_loss,-18084.987593476624,-3.9793841122626334
COLPAL,2024-10-18,3370.25,296,997594.0,0,5156936.682887865,3227.1302791916173,3656.489441616766,2024-10-24,3227.1302791916173,stop_loss,-42363.43735928128,-4.246560961601741
TATACONSUM,2024-10-18,1090.15,917,999667.55,0,5112499.6955285845,1031.286972486809,1160.7856330158295,2024-10-21,1031.286972486809,stop_loss,-53977.39622959626,-5.399534698270066
TATACONSUM,2024-10-22,1023.3,977,999764.1,0,5058425.749298989,942.8785630115852,1106.0557243860978,2024-11-14,942.8785630115852,stop_loss,-78571.74393768117,-7.859028338553181
BHEL,2024-10-24,224.1,4462,999934.2,0,4979683.905361308,202.53486761246697,255.44769858129956,2024-12-04,255.44769858129956,take_profit,139873.43106975866,13.988263534716452
INDUSINDBK,2024-10-28,1051.4,951,999881.4000000001,0,5119610.136431066,911.8148928263756,1197.342128608349,2025-03-10,911.8148928263756,stop_loss,-132745.43692211687,-13.276118239834931
SAIL,2024-10-28,112.36,8899,999891.64,0,4986854.45950895,104.0911484871698,126.25770302566043,2024-11-07,126.25770302566043,take_profit,123675.6592253522,12.368906217212917
CHOLAFIN,2024-10-29,1289.9,775,999672.5000000001,0,5110749.258734303,1165.3059752116374,1395.3940247883625,2025-02-04,1395.3940247883625,take_profit,81757.86921098083,8.178465368506268
INDIGO,2024-10-29,4027.7,248,998869.6,0,5193310.027945284,3775.921208204032,4414.66465299328,2024-12-02,4414.66465299328,take_profit,95967.23394233338,9.607583806968735
COALINDIA,2024-10-29,428.45,140,59983.0,0,6228163.861887617,390.4430521289628,468.4483374452446,2024-12-19,390.4430521289628,stop_loss,-5320.9727019452075,-8.870801230257253
GAIL,2024-11-05,188.67,1,188.67,0,6282637.219185672,180.36204696580288,200.61060404559615,2024-11-06,200.61060404559615,take_profit,11.94060404559616,6.328830256848551
TITAN,2024-11-08,3121.0,320,998720.0,0,5284117.829789718,2993.600573549558,3375.3488529008837,2024-12-04,3375.3488529008837,take_profit,81391.63292828278,8.149594774139176
MUTHOOTFIN,2024-11-08,1830.0,68,124440.0,0,6239789.462718001,1703.801610869011,2003.9225836964831,2024-12-10,2003.9225836964831,take_profit,11826.735691360853,9.503966322212193
BRITANNIA,2024-11-18,4970.0,185,919450.0,0,5456606.198409362,4499.009532972293,5248.872373622166,2025-02-01,5248.872373622166,take_profit,51591.38912010078,5.611114157387654
NESTLEIND,2024-11-18,2190.7,1,2190.7,0,6425456.887529463,2112.903279962235,2322.5934400755305,2025-01-31,2322.5934400755305,take_profit,131.89344007553063,6.020607115329833
HEROMOTOCO,2024-12-18,4290.8,233,999756.4,0,5428023.080969538,4093.359859369789,4627.585210945317,2024-12-30,4093.359859369789,stop_loss,-46003.55276683924,-4.601476196285339
COALINDIA,2024-12-20,393.0,2544,999792.0,0,5381983.928202698,369.9380767651093,418.36430788186874,2025-01-10,369.9380767651093,stop_loss,-58669.5327095619,-5.868173851117223
TATACONSUM,2024-12-23,894.95,1117,999659.15,0,5323447.245493135,834.6069731637195,955.2616322035368,2025-01-07,955.2616322035368,take_profit,67368.09317135056,6.739106341531566
ASIANPAINT,2024-12-24,2282.1,222,506626.19999999995,0,5883848.288664485,2187.0345486050837,2417.448177092374,2025-02-04,2417.448177092374,take_profit,30047.29531450704,5.930860921623682
APOLLOTYRE,2025-01-10,475.55,2102,999606.1,0,5420915.6839789925,456.8043354840669,513.1913290318663,2025-01-13,456.8043354840669,stop_loss,-39403.38681249144,-3.941891392268558
GODREJPROP,2025-01-13,2359.0,423,997857.0,0,5383261.397166501,2239.565285457835,2631.3911909036083,2025-01-22,2239.565285457835,stop_loss,-50520.8842513357,-5.062938301914573
TATASTEEL,2025-01-13,126.0,7654,964404.0,0,5366193.512915165,121.24221974145544,133.61778025854457,2025-01-31,133.61778025854457,take_profit,58306.49009890014,6.045857348051246
SBIN,2025-01-14,732.95,1310,960164.5000000001,0,5428739.503014065,700.2834848876633,778.1941918538945,2025-01-20,778.1941918538945,take_profit,59269.89132860173,6.172889263100409
AXISBANK,2025-01-24,948.0,1054,999192.0,0,5448981.894342667,912.5783373816886,1002.3455501577484,2025-02-01,1002.3455501577484,take_profit,57280.209866266865,5.73265297022663
GODREJPROP,2025-01-27,2135.0,453,967155.0,0,5538299.104208934,2009.036088931142,2398.2731851147637,2025-02-01,2398.2731851147637,take_profit,119262.75285698795,12.331296726686823
JINDALSTEL,2025-02-01,792.05,1262,999567.1,0,5625149.757065922,733.7007044894538,907.2485910210924,2025-03-06,907.2485910210924,take_profit,145380.62186861862,14.544358439630379
APOLLOHOSP,2025-02-12,6349.6,1,6349.6,0,6763747.878934541,5848.631068753065,6879.812717496323,2025-03-27,6501.85,end_of_period,152.25,2.3977888370921003
COALINDIA,2025-02-12,359.9,2778,999802.2,0,5770447.52893454,331.1973607302985,392.3631671236418,2025-03-19,392.3631671236418,take_profit,90182.678269477,9.020051993231961
GODREJPROP,2025-02-13,1934.5,516,998202.0,0,5862230.407204017,1765.137578392768,2204.1040360120537,2025-03-25,2204.1040360120537,take_profit,139115.6825822197,13.936626312331542
SUNPHARMA,2025-02-27,1628.95,613,998546.35,0,6001001.7397862375,1550.5483390655595,1739.7033218688805,2025-03-19,1739.7033218688805,take_profit,67891.78630562371,6.799062087165379
INFY,2025-03-03,1692.3,590,998457.0,0,6068982.876091861,1626.106661244035,1810.8866775119304,2025-03-12,1626.106661244035,stop_loss,-39054.069866019345,-3.91144234213585
ADANIGREEN,2025-03-03,775.0,976,756400.0,0,6271985.806225842,666.1162694780678,904.3404766263186,2025-03-17,904.3404766263186,take_profit,126236.30518728695,16.68909375823466
INDUSINDBK,2025-03-11,810.45,1233,999284.8500000001,0,6155337.261413129,812.4984254679933,1006.101889438408,2025-03-11,812.4984254679933,stop_loss,2525.7086020357356,0.2527516155214137
INDUSINDBK,2025-03-12,630.0,1587,999810.0,0,6157337.820015165,513.873582921194,826.4417004945673,2025-03-27,661.15,end_of_period,49435.04999999997,4.944444444444441
INFY,2025-03-13,1599.25,625,999531.25,0,6207051.620015165,1518.3228651646348,1735.9042696707302,2025-03-27,1600.35,end_of_period,687.4999999999432,0.06878224167577983
